"year","state","acres","farms","cropland","cropland_irr","cropland_nonirr","agland","pastureland","deflator","cpi"
2012,"ARIZONA",26200000,20000,7960,7960,NA,3370,920,105.213,229.593916666667
2013,"ARIZONA",26200000,19600,8290,8290,NA,3500,920,106.90975,232.957083333333
2014,"ARIZONA",26000000,19600,8320,8320,NA,3740,920,108.82275,236.736166666667
2015,"ARIZONA",26000000,19500,8320,8320,NA,3780,920,109.9965,237.017
2016,"ARIZONA",26000000,19500,8300,8300,NA,3800,920,111.436,240.007166666667
1850,"ARKANSAS",NA,NA,NA,NA,NA,6,NA,NA,NA
1860,"ARKANSAS",NA,NA,NA,NA,NA,10,NA,NA,NA
1870,"ARKANSAS",NA,NA,NA,NA,NA,4,NA,NA,NA
1880,"ARKANSAS",NA,NA,NA,NA,NA,6,NA,NA,NA
1890,"ARKANSAS",NA,NA,NA,NA,NA,8,NA,NA,NA
1900,"ARKANSAS",NA,NA,NA,NA,NA,8,NA,NA,NA
1910,"ARKANSAS",NA,218000,NA,NA,NA,18,NA,NA,NA
1911,"ARKANSAS",NA,220000,NA,NA,NA,18,NA,NA,NA
1912,"ARKANSAS",NA,222000,NA,NA,NA,18,NA,NA,NA
1913,"ARKANSAS",NA,224000,NA,NA,NA,19,NA,NA,9.88333333333333
1914,"ARKANSAS",NA,225000,NA,NA,NA,19,NA,NA,10.0166666666667
1915,"ARKANSAS",NA,226000,NA,NA,NA,18,NA,NA,10.1083333333333
1916,"ARKANSAS",NA,228000,NA,NA,NA,21,NA,NA,10.8833333333333
1917,"ARKANSAS",NA,229000,NA,NA,NA,25,NA,NA,12.825
1918,"ARKANSAS",NA,230000,NA,NA,NA,29,NA,NA,15.0416666666667
1919,"ARKANSAS",NA,232000,NA,NA,NA,33,NA,NA,17.3333333333333
1920,"ARKANSAS",NA,233000,NA,NA,NA,43,NA,NA,20.0416666666667
1921,"ARKANSAS",NA,232000,NA,NA,NA,36,NA,NA,17.85
1922,"ARKANSAS",NA,232000,NA,NA,NA,35,NA,NA,16.75
1923,"ARKANSAS",NA,230000,NA,NA,NA,35,NA,NA,17.05
1924,"ARKANSAS",NA,230000,NA,NA,NA,34,NA,NA,17.125
1925,"ARKANSAS",NA,231000,NA,NA,NA,35,NA,NA,17.5416666666667
1926,"ARKANSAS",NA,233000,NA,NA,NA,34,NA,NA,17.7
1927,"ARKANSAS",NA,236000,NA,NA,NA,34,NA,NA,17.3583333333333
1928,"ARKANSAS",NA,238000,NA,NA,NA,34,NA,NA,17.1583333333333
1929,"ARKANSAS",NA,241000,NA,NA,NA,34,NA,NA,17.1583333333333
1930,"ARKANSAS",NA,243000,NA,NA,NA,34,NA,NA,16.7
1931,"ARKANSAS",NA,243000,NA,NA,NA,28,NA,NA,15.2083333333333
1932,"ARKANSAS",NA,249000,NA,NA,NA,25,NA,NA,13.6416666666667
1933,"ARKANSAS",NA,254000,NA,NA,NA,19,NA,NA,12.9333333333333
1934,"ARKANSAS",NA,254000,NA,NA,NA,21,NA,NA,13.3833333333333
1935,"ARKANSAS",NA,253000,NA,NA,NA,22,NA,NA,13.725
1936,"ARKANSAS",NA,253000,NA,NA,NA,23,NA,NA,13.8666666666667
1937,"ARKANSAS",NA,247000,NA,NA,NA,24,NA,NA,14.3833333333333
1938,"ARKANSAS",NA,239000,NA,NA,NA,25,NA,NA,14.0916666666667
1939,"ARKANSAS",NA,230000,NA,NA,NA,25,NA,NA,13.9083333333333
1940,"ARKANSAS",NA,222000,NA,NA,NA,25,NA,NA,14.0083333333333
1941,"ARKANSAS",NA,220000,NA,NA,NA,26,NA,NA,14.725
1942,"ARKANSAS",NA,215000,NA,NA,NA,29,NA,NA,16.3333333333333
1943,"ARKANSAS",NA,212000,NA,NA,NA,31,NA,NA,17.3083333333333
1944,"ARKANSAS",NA,206000,NA,NA,NA,36,NA,NA,17.5916666666667
1945,"ARKANSAS",NA,205000,NA,NA,NA,42,NA,NA,17.9916666666667
1946,"ARKANSAS",NA,205000,NA,NA,NA,44,NA,NA,19.5166666666667
1947,"ARKANSAS",NA,202000,NA,NA,NA,52,NA,12.886,22.325
1948,"ARKANSAS",NA,198000,NA,NA,NA,58,NA,13.603,24.0416666666667
1949,"ARKANSAS",NA,192000,NA,NA,NA,63,NA,13.58075,23.8083333333333
1950,"ARKANSAS",19100000,188000,NA,NA,NA,60,NA,13.7375,24.0666666666667
1951,"ARKANSAS",19100000,175000,NA,NA,NA,72,NA,14.7145,25.9583333333333
1952,"ARKANSAS",19000000,163000,NA,NA,NA,78,NA,14.971,26.55
1953,"ARKANSAS",19000000,151000,NA,NA,NA,79,NA,15.157,26.7666666666667
1954,"ARKANSAS",18900000,141000,NA,NA,NA,76,NA,15.2975,26.85
1955,"ARKANSAS",18700000,133000,NA,NA,NA,78,NA,15.55775,26.775
1956,"ARKANSAS",18500000,126000,NA,NA,NA,85,NA,16.09,27.1833333333333
1957,"ARKANSAS",18300000,119000,NA,NA,NA,91,NA,16.6245,28.0916666666667
1958,"ARKANSAS",18100000,113000,NA,NA,NA,98,NA,16.9995,28.8583333333333
1959,"ARKANSAS",17900000,107000,NA,NA,NA,101,NA,17.23675,29.15
1960,"ARKANSAS",17900000,103000,NA,NA,NA,113,NA,17.4765,29.575
1961,"ARKANSAS",17900000,99000,NA,NA,NA,118,NA,17.66775,29.8916666666667
1962,"ARKANSAS",17900000,96000,NA,NA,NA,129,NA,17.886,30.25
1963,"ARKANSAS",17900000,93000,NA,NA,NA,146,NA,18.08725,30.625
1964,"ARKANSAS",17900000,89000,NA,NA,NA,166,NA,18.365,31.0166666666667
1965,"ARKANSAS",17900000,86000,NA,NA,NA,186,NA,18.7,31.5083333333333
1966,"ARKANSAS",17800000,83000,NA,NA,NA,203,NA,19.226,32.4583333333333
1967,"ARKANSAS",17700000,75000,NA,NA,NA,209,NA,19.78475,33.3583333333333
1968,"ARKANSAS",17600000,73000,NA,NA,NA,226,NA,20.62475,34.7833333333333
1969,"ARKANSAS",17600000,72000,NA,NA,NA,246,NA,21.6415,36.6833333333333
1970,"ARKANSAS",17600000,72000,NA,NA,NA,260,NA,22.7845,38.825
1971,"ARKANSAS",17500000,71000,NA,NA,NA,255,NA,23.9395,40.4916666666667
1972,"ARKANSAS",17500000,70000,NA,NA,NA,296,NA,24.97325,41.8166666666667
1973,"ARKANSAS",17400000,69000,NA,NA,NA,337,NA,26.33475,44.4
1974,"ARKANSAS",17400000,69000,NA,NA,NA,406,NA,28.7075,49.3083333333333
1975,"ARKANSAS",17000000,60000,NA,NA,NA,419,NA,31.35275,53.8166666666667
1976,"ARKANSAS",17000000,60000,NA,NA,NA,475,NA,33.07925,56.9083333333333
1977,"ARKANSAS",16600000,59000,NA,NA,NA,542,NA,35.1265,60.6083333333333
1978,"ARKANSAS",16600000,59000,NA,NA,NA,606,NA,37.58525,65.2333333333333
1979,"ARKANSAS",16500000,58000,NA,NA,NA,770,NA,40.70175,72.575
1980,"ARKANSAS",16500000,59000,NA,NA,NA,918,NA,44.37825,82.4083333333333
1981,"ARKANSAS",16300000,58000,NA,NA,NA,1056,NA,48.5215,90.925
1982,"ARKANSAS",16200000,57000,NA,NA,NA,1096,NA,51.53025,96.5
1983,"ARKANSAS",16100000,56000,NA,NA,NA,972,NA,53.5535,99.6
1984,"ARKANSAS",16000000,55000,NA,NA,NA,964,NA,55.45925,103.883333333333
1985,"ARKANSAS",15900000,53000,NA,NA,NA,907,NA,57.23575,107.566666666667
1986,"ARKANSAS",15800000,50000,NA,NA,NA,779,NA,58.393,109.608333333333
1987,"ARKANSAS",15800000,49000,NA,NA,NA,724,NA,59.8785,113.625
1988,"ARKANSAS",15800000,49000,NA,NA,NA,761,NA,61.9735,118.258333333333
1989,"ARKANSAS",15700000,48000,NA,NA,NA,801,NA,64.38775,123.966666666667
1990,"ARKANSAS",15500000,47000,NA,NA,NA,796,NA,66.77425,130.658333333333
1991,"ARKANSAS",15500000,46000,NA,NA,NA,841,NA,68.993,136.191666666667
1992,"ARKANSAS",15300000,45000,NA,NA,NA,815,NA,70.5635,140.316666666667
1993,"ARKANSAS",15100000,51000,NA,NA,NA,880,NA,72.24375,144.458333333333
1994,"ARKANSAS",15000000,50000,NA,NA,NA,927,NA,73.7805,148.225
1995,"ARKANSAS",15000000,50000,NA,NA,NA,983,NA,75.32125,152.383333333333
1996,"ARKANSAS",14900000,49500,NA,NA,NA,1010,NA,76.695,156.85
1997,"ARKANSAS",14800000,49000,968,1070,880,1070,890,78.0085,160.516666666667
1998,"ARKANSAS",14700000,49000,1030,1140,940,1150,910,78.85475,163.008333333333
1999,"ARKANSAS",14650000,48500,1070,1180,970,1220,960,80.0605,166.575
2000,"ARKANSAS",14600000,48000,1100,1220,1000,1290,1020,81.88275,172.2
2001,"ARKANSAS",14600000,48000,1140,1260,1030,1350,1070,83.75275,177.066666666667
2002,"ARKANSAS",14500000,47500,1180,1310,1070,1410,1150,85.0375,179.875
2003,"ARKANSAS",14300000,47500,1220,1350,1100,1480,1210,86.7285,183.958333333333
2004,"ARKANSAS",14200000,47500,1280,1450,1150,1640,1300,89.1135,188.883333333333
2005,"ARKANSAS",14200000,47000,1440,1620,1300,1850,1570,91.98125,195.291666666667
2006,"ARKANSAS",14000000,46500,1550,1700,1430,2000,1740,94.8115,201.591666666667
2007,"ARKANSAS",13900000,49300,1680,1850,1540,2240,2080,97.33375,207.342416666667
2008,"ARKANSAS",13800000,48700,1770,1920,1650,2420,2200,99.24975,215.3025
2009,"ARKANSAS",13700000,47900,1830,2060,1570,2340,2150,99.99975,214.537
2010,"ARKANSAS",13700000,47000,1910,2160,1630,2400,2210,101.217,218.0555
2011,"ARKANSAS",13700000,46000,1990,2300,1640,2440,2160,103.30725,224.939166666667
2012,"ARKANSAS",13800000,45100,2180,2530,1790,2620,2110,105.213,229.593916666667
2013,"ARKANSAS",13800000,44600,2380,2790,1760,2700,2160,106.90975,232.957083333333
2014,"ARKANSAS",13800000,44000,2540,3000,1840,2850,2240,108.82275,236.736166666667
2015,"ARKANSAS",13800000,43500,2630,3100,1900,3050,2290,109.9965,237.017
2016,"ARKANSAS",13800000,43500,2710,3200,1950,3050,2450,111.436,240.007166666667
1850,"CALIFORNIA",NA,NA,NA,NA,NA,1,NA,NA,NA
1860,"CALIFORNIA",NA,NA,NA,NA,NA,6,NA,NA,NA
1870,"CALIFORNIA",NA,NA,NA,NA,NA,12,NA,NA,NA
1880,"CALIFORNIA",NA,NA,NA,NA,NA,16,NA,NA,NA
1890,"CALIFORNIA",NA,NA,NA,NA,NA,33,NA,NA,NA
1900,"CALIFORNIA",NA,NA,NA,NA,NA,25,NA,NA,NA
1910,"CALIFORNIA",NA,88200,NA,NA,NA,52,NA,NA,NA
1911,"CALIFORNIA",NA,89900,NA,NA,NA,57,NA,NA,NA
1912,"CALIFORNIA",NA,91600,NA,NA,NA,61,NA,NA,NA
1913,"CALIFORNIA",NA,93900,NA,NA,NA,65,NA,NA,9.88333333333333
1914,"CALIFORNIA",NA,96000,NA,NA,NA,70,NA,NA,10.0166666666667
1915,"CALIFORNIA",NA,98600,NA,NA,NA,71,NA,NA,10.1083333333333
1916,"CALIFORNIA",NA,101000,NA,NA,NA,74,NA,NA,10.8833333333333
1917,"CALIFORNIA",NA,104000,NA,NA,NA,82,NA,NA,12.825
1918,"CALIFORNIA",NA,108000,NA,NA,NA,86,NA,NA,15.0416666666667
1919,"CALIFORNIA",NA,113000,NA,NA,NA,89,NA,NA,17.3333333333333
1920,"CALIFORNIA",NA,118000,NA,NA,NA,105,NA,NA,20.0416666666667
1921,"CALIFORNIA",NA,120000,NA,NA,NA,108,NA,NA,17.85
1922,"CALIFORNIA",NA,123000,NA,NA,NA,109,NA,NA,16.75
1923,"CALIFORNIA",NA,126000,NA,NA,NA,110,NA,NA,17.05
1924,"CALIFORNIA",NA,130000,NA,NA,NA,112,NA,NA,17.125
1925,"CALIFORNIA",NA,136000,NA,NA,NA,115,NA,NA,17.5416666666667
1926,"CALIFORNIA",NA,139000,NA,NA,NA,113,NA,NA,17.7
1927,"CALIFORNIA",NA,142000,NA,NA,NA,115,NA,NA,17.3583333333333
1928,"CALIFORNIA",NA,144000,NA,NA,NA,113,NA,NA,17.1583333333333
1929,"CALIFORNIA",NA,145000,NA,NA,NA,113,NA,NA,17.1583333333333
1930,"CALIFORNIA",NA,145000,NA,NA,NA,112,NA,NA,16.7
1931,"CALIFORNIA",NA,145000,NA,NA,NA,103,NA,NA,15.2083333333333
1932,"CALIFORNIA",NA,145000,NA,NA,NA,86,NA,NA,13.6416666666667
1933,"CALIFORNIA",NA,144000,NA,NA,NA,65,NA,NA,12.9333333333333
1934,"CALIFORNIA",NA,148000,NA,NA,NA,65,NA,NA,13.3833333333333
1935,"CALIFORNIA",NA,151000,NA,NA,NA,68,NA,NA,13.725
1936,"CALIFORNIA",NA,149000,NA,NA,NA,74,NA,NA,13.8666666666667
1937,"CALIFORNIA",NA,148000,NA,NA,NA,81,NA,NA,14.3833333333333
1938,"CALIFORNIA",NA,145000,NA,NA,NA,80,NA,NA,14.0916666666667
1939,"CALIFORNIA",NA,143000,NA,NA,NA,73,NA,NA,13.9083333333333
1940,"CALIFORNIA",NA,141000,NA,NA,NA,71,NA,NA,14.0083333333333
1941,"CALIFORNIA",NA,141000,NA,NA,NA,72,NA,NA,14.725
1942,"CALIFORNIA",NA,139000,NA,NA,NA,79,NA,NA,16.3333333333333
1943,"CALIFORNIA",NA,140000,NA,NA,NA,92,NA,NA,17.3083333333333
1944,"CALIFORNIA",NA,141000,NA,NA,NA,112,NA,NA,17.5916666666667
1945,"CALIFORNIA",NA,142000,NA,NA,NA,134,NA,NA,17.9916666666667
1946,"CALIFORNIA",NA,142000,NA,NA,NA,157,NA,NA,19.5166666666667
1947,"CALIFORNIA",NA,143000,NA,NA,NA,170,NA,12.886,22.325
1948,"CALIFORNIA",NA,143000,NA,NA,NA,168,NA,13.603,24.0416666666667
1949,"CALIFORNIA",NA,144000,NA,NA,NA,160,NA,13.58075,23.8083333333333
1950,"CALIFORNIA",37500000,144000,NA,NA,NA,154,NA,13.7375,24.0666666666667
1951,"CALIFORNIA",37800000,140000,NA,NA,NA,181,NA,14.7145,25.9583333333333
1952,"CALIFORNIA",38200000,136000,NA,NA,NA,210,NA,14.971,26.55
1953,"CALIFORNIA",38600000,132000,NA,NA,NA,217,NA,15.157,26.7666666666667
1954,"CALIFORNIA",39100000,128000,NA,NA,NA,216,NA,15.2975,26.85
1955,"CALIFORNIA",39200000,124000,NA,NA,NA,229,NA,15.55775,26.775
1956,"CALIFORNIA",39200000,121000,NA,NA,NA,251,NA,16.09,27.1833333333333
1957,"CALIFORNIA",39200000,118000,NA,NA,NA,276,NA,16.6245,28.0916666666667
1958,"CALIFORNIA",39100000,115000,NA,NA,NA,303,NA,16.9995,28.8583333333333
1959,"CALIFORNIA",39000000,112000,NA,NA,NA,335,NA,17.23675,29.15
1960,"CALIFORNIA",38800000,108000,NA,NA,NA,360,NA,17.4765,29.575
1961,"CALIFORNIA",38600000,104000,NA,NA,NA,382,NA,17.66775,29.8916666666667
1962,"CALIFORNIA",38400000,98000,NA,NA,NA,396,NA,17.886,30.25
1963,"CALIFORNIA",38200000,93000,NA,NA,NA,407,NA,18.08725,30.625
1964,"CALIFORNIA",38000000,88000,NA,NA,NA,437,NA,18.365,31.0166666666667
1965,"CALIFORNIA",37800000,82000,NA,NA,NA,469,NA,18.7,31.5083333333333
1966,"CALIFORNIA",37600000,76000,NA,NA,NA,487,NA,19.226,32.4583333333333
1967,"CALIFORNIA",37400000,70000,NA,NA,NA,472,NA,19.78475,33.3583333333333
1968,"CALIFORNIA",37200000,67000,NA,NA,NA,485,NA,20.62475,34.7833333333333
1969,"CALIFORNIA",37000000,65000,NA,NA,NA,487,NA,21.6415,36.6833333333333
1970,"CALIFORNIA",36600000,64000,NA,NA,NA,479,NA,22.7845,38.825
1971,"CALIFORNIA",36200000,64000,NA,NA,NA,471,NA,23.9395,40.4916666666667
1972,"CALIFORNIA",35800000,66000,NA,NA,NA,494,NA,24.97325,41.8166666666667
1973,"CALIFORNIA",35400000,68000,NA,NA,NA,509,NA,26.33475,44.4
1974,"CALIFORNIA",35000000,70000,NA,NA,NA,570,NA,28.7075,49.3083333333333
1975,"CALIFORNIA",34300000,73000,NA,NA,NA,653,NA,31.35275,53.8166666666667
1976,"CALIFORNIA",34200000,75000,NA,NA,NA,711,NA,33.07925,56.9083333333333
1977,"CALIFORNIA",34100000,76000,NA,NA,NA,759,NA,35.1265,60.6083333333333
1978,"CALIFORNIA",34000000,78000,NA,NA,NA,914,NA,37.58525,65.2333333333333
1979,"CALIFORNIA",33900000,79000,NA,NA,NA,1186,NA,40.70175,72.575
1980,"CALIFORNIA",33800000,81000,NA,NA,NA,1424,NA,44.37825,82.4083333333333
1981,"CALIFORNIA",33600000,83000,NA,NA,NA,1732,NA,48.5215,90.925
1982,"CALIFORNIA",33400000,82000,NA,NA,NA,1900,NA,51.53025,96.5
1983,"CALIFORNIA",33100000,82000,NA,NA,NA,1918,NA,53.5535,99.6
1984,"CALIFORNIA",32800000,82000,NA,NA,NA,1981,NA,55.45925,103.883333333333
1985,"CALIFORNIA",32500000,83000,NA,NA,NA,1841,NA,57.23575,107.566666666667
1986,"CALIFORNIA",32200000,83000,NA,NA,NA,1730,NA,58.393,109.608333333333
1987,"CALIFORNIA",31900000,83000,NA,NA,NA,1554,NA,59.8785,113.625
1988,"CALIFORNIA",31600000,84000,NA,NA,NA,1575,NA,61.9735,118.258333333333
1989,"CALIFORNIA",31300000,84000,NA,NA,NA,1742,NA,64.38775,123.966666666667
1990,"CALIFORNIA",30800000,85000,NA,NA,NA,1884,NA,66.77425,130.658333333333
1991,"CALIFORNIA",30500000,83000,NA,NA,NA,2077,NA,68.993,136.191666666667
1992,"CALIFORNIA",30200000,82000,NA,NA,NA,2157,NA,70.5635,140.316666666667
1993,"CALIFORNIA",29900000,85000,NA,NA,NA,2213,NA,72.24375,144.458333333333
1994,"CALIFORNIA",29600000,85000,NA,NA,NA,2210,NA,73.7805,148.225
1995,"CALIFORNIA",29300000,86000,NA,NA,NA,2220,NA,75.32125,152.383333333333
1996,"CALIFORNIA",29000000,86000,NA,NA,NA,2400,NA,76.695,156.85
1997,"CALIFORNIA",28700000,87000,5080,5400,1830,2500,1100,78.0085,160.516666666667
1998,"CALIFORNIA",28500000,87000,5260,5600,1700,2610,1050,78.85475,163.008333333333
1999,"CALIFORNIA",28100000,85000,5360,5700,1800,2800,1100,80.0605,166.575
2000,"CALIFORNIA",28000000,83100,5450,5800,1850,3000,1200,81.88275,172.2
2001,"CALIFORNIA",27800000,81000,5550,5900,1900,3200,1300,83.75275,177.066666666667
2002,"CALIFORNIA",27600000,79700,5730,6100,1950,3400,1400,85.0375,179.875
2003,"CALIFORNIA",26900000,78500,5920,6300,2000,3600,1500,86.7285,183.958333333333
2004,"CALIFORNIA",26400000,77000,5500,6590,2130,3800,1600,89.1135,188.883333333333
2005,"CALIFORNIA",25900000,76500,7730,9350,2690,5050,1900,91.98125,195.291666666667
2006,"CALIFORNIA",25700000,76000,8290,10000,2980,5360,2150,94.8115,201.591666666667
2007,"CALIFORNIA",25400000,81000,9700,11700,3480,5960,2800,97.33375,207.342416666667
2008,"CALIFORNIA",25400000,80300,9880,12300,3570,6440,3020,99.24975,215.3025
2009,"CALIFORNIA",25500000,79800,9390,11500,3360,6580,2870,99.99975,214.537
2010,"CALIFORNIA",25500000,79200,8960,10900,3420,6660,2790,101.217,218.0555
2011,"CALIFORNIA",25600000,78400,9130,11100,3480,6670,2710,103.30725,224.939166666667
2012,"CALIFORNIA",25600000,77900,9400,11500,3390,6880,2680,105.213,229.593916666667
2013,"CALIFORNIA",25500000,77900,9860,11800,3400,6900,2650,106.90975,232.957083333333
2014,"CALIFORNIA",25500000,77400,10140,12100,3650,7300,2700,108.82275,236.736166666667
2015,"CALIFORNIA",25400000,77400,10690,12700,4000,7700,2700,109.9965,237.017
2016,"CALIFORNIA",25400000,77400,10910,12900,4300,7900,2700,111.436,240.007166666667
1850,"COLORADO",NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,"COLORADO",NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,"COLORADO",NA,NA,NA,NA,NA,8,NA,NA,NA
1880,"COLORADO",NA,NA,NA,NA,NA,22,NA,NA,NA
1890,"COLORADO",NA,NA,NA,NA,NA,18,NA,NA,NA
1900,"COLORADO",NA,NA,NA,NA,NA,11,NA,NA,NA
1910,"COLORADO",NA,47500,NA,NA,NA,30,NA,NA,NA
1911,"COLORADO",NA,49000,NA,NA,NA,30,NA,NA,NA
1912,"COLORADO",NA,50500,NA,NA,NA,30,NA,NA,NA
1913,"COLORADO",NA,52000,NA,NA,NA,30,NA,NA,9.88333333333333
1914,"COLORADO",NA,53000,NA,NA,NA,28,NA,NA,10.0166666666667
1915,"COLORADO",NA,54800,NA,NA,NA,26,NA,NA,10.1083333333333
1916,"COLORADO",NA,56200,NA,NA,NA,28,NA,NA,10.8833333333333
1917,"COLORADO",NA,57500,NA,NA,NA,29,NA,NA,12.825
1918,"COLORADO",NA,58500,NA,NA,NA,29,NA,NA,15.0416666666667
1919,"COLORADO",NA,59500,NA,NA,NA,30,NA,NA,17.3333333333333
1920,"COLORADO",NA,60000,NA,NA,NA,35,NA,NA,20.0416666666667
1921,"COLORADO",NA,60000,NA,NA,NA,33,NA,NA,17.85
1922,"COLORADO",NA,59800,NA,NA,NA,31,NA,NA,16.75
1923,"COLORADO",NA,59500,NA,NA,NA,29,NA,NA,17.05
1924,"COLORADO",NA,59400,NA,NA,NA,26,NA,NA,17.125
1925,"COLORADO",NA,59500,NA,NA,NA,25,NA,NA,17.5416666666667
1926,"COLORADO",NA,59500,NA,NA,NA,23,NA,NA,17.7
1927,"COLORADO",NA,59800,NA,NA,NA,23,NA,NA,17.3583333333333
1928,"COLORADO",NA,60000,NA,NA,NA,23,NA,NA,17.1583333333333
1929,"COLORADO",NA,61500,NA,NA,NA,22,NA,NA,17.1583333333333
1930,"COLORADO",NA,62000,NA,NA,NA,22,NA,NA,16.7
1931,"COLORADO",NA,61500,NA,NA,NA,20,NA,NA,15.2083333333333
1932,"COLORADO",NA,62000,NA,NA,NA,15,NA,NA,13.6416666666667
1933,"COLORADO",NA,62500,NA,NA,NA,12,NA,NA,12.9333333333333
1934,"COLORADO",NA,63000,NA,NA,NA,11,NA,NA,13.3833333333333
1935,"COLORADO",NA,63000,NA,NA,NA,11,NA,NA,13.725
1936,"COLORADO",NA,60500,NA,NA,NA,12,NA,NA,13.8666666666667
1937,"COLORADO",NA,58000,NA,NA,NA,13,NA,NA,14.3833333333333
1938,"COLORADO",NA,56400,NA,NA,NA,12,NA,NA,14.0916666666667
1939,"COLORADO",NA,55200,NA,NA,NA,12,NA,NA,13.9083333333333
1940,"COLORADO",NA,52400,NA,NA,NA,12,NA,NA,14.0083333333333
1941,"COLORADO",NA,52200,NA,NA,NA,13,NA,NA,14.725
1942,"COLORADO",NA,51400,NA,NA,NA,14,NA,NA,16.3333333333333
1943,"COLORADO",NA,50800,NA,NA,NA,15,NA,NA,17.3083333333333
1944,"COLORADO",NA,50400,NA,NA,NA,18,NA,NA,17.5916666666667
1945,"COLORADO",NA,49800,NA,NA,NA,21,NA,NA,17.9916666666667
1946,"COLORADO",NA,49500,NA,NA,NA,22,NA,NA,19.5166666666667
1947,"COLORADO",NA,48500,NA,NA,NA,29,NA,12.886,22.325
1948,"COLORADO",NA,48000,NA,NA,NA,32,NA,13.603,24.0416666666667
1949,"COLORADO",NA,47500,NA,NA,NA,33,NA,13.58075,23.8083333333333
1950,"COLORADO",39000000,47000,NA,NA,NA,32,NA,13.7375,24.0666666666667
1951,"COLORADO",39500000,46000,NA,NA,NA,37,NA,14.7145,25.9583333333333
1952,"COLORADO",39900000,45000,NA,NA,NA,41,NA,14.971,26.55
1953,"COLORADO",40300000,44000,NA,NA,NA,40,NA,15.157,26.7666666666667
1954,"COLORADO",40700000,43000,NA,NA,NA,40,NA,15.2975,26.85
1955,"COLORADO",40800000,42000,NA,NA,NA,40,NA,15.55775,26.775
1956,"COLORADO",40800000,41000,NA,NA,NA,41,NA,16.09,27.1833333333333
1957,"COLORADO",40900000,40000,NA,NA,NA,44,NA,16.6245,28.0916666666667
1958,"COLORADO",41000000,39000,NA,NA,NA,47,NA,16.9995,28.8583333333333
1959,"COLORADO",40500000,38000,NA,NA,NA,51,NA,17.23675,29.15
1960,"COLORADO",40300000,37000,NA,NA,NA,54,NA,17.4765,29.575
1961,"COLORADO",40100000,36000,NA,NA,NA,55,NA,17.66775,29.8916666666667
1962,"COLORADO",39900000,35000,NA,NA,NA,61,NA,17.886,30.25
1963,"COLORADO",39700000,34000,NA,NA,NA,65,NA,18.08725,30.625
1964,"COLORADO",40100000,33000,NA,NA,NA,68,NA,18.365,31.0166666666667
1965,"COLORADO",40100000,32500,NA,NA,NA,71,NA,18.7,31.5083333333333
1966,"COLORADO",40000000,32000,NA,NA,NA,78,NA,19.226,32.4583333333333
1967,"COLORADO",40000000,31500,NA,NA,NA,83,NA,19.78475,33.3583333333333
1968,"COLORADO",40000000,31000,NA,NA,NA,87,NA,20.62475,34.7833333333333
1969,"COLORADO",40000000,31000,NA,NA,NA,92,NA,21.6415,36.6833333333333
1970,"COLORADO",39700000,30500,NA,NA,NA,95,NA,22.7845,38.825
1971,"COLORADO",39600000,30400,NA,NA,NA,103,NA,23.9395,40.4916666666667
1972,"COLORADO",39500000,30200,NA,NA,NA,116,NA,24.97325,41.8166666666667
1973,"COLORADO",39300000,29800,NA,NA,NA,137,NA,26.33475,44.4
1974,"COLORADO",39300000,29500,NA,NA,NA,175,NA,28.7075,49.3083333333333
1975,"COLORADO",37500000,27600,NA,NA,NA,188,NA,31.35275,53.8166666666667
1976,"COLORADO",37500000,27500,NA,NA,NA,219,NA,33.07925,56.9083333333333
1977,"COLORADO",37100000,27300,NA,NA,NA,256,NA,35.1265,60.6083333333333
1978,"COLORADO",37000000,26900,NA,NA,NA,273,NA,37.58525,65.2333333333333
1979,"COLORADO",36500000,26300,NA,NA,NA,322,NA,40.70175,72.575
1980,"COLORADO",36000000,26500,NA,NA,NA,387,NA,44.37825,82.4083333333333
1981,"COLORADO",35500000,27000,NA,NA,NA,434,NA,48.5215,90.925
1982,"COLORADO",35200000,27500,NA,NA,NA,451,NA,51.53025,96.5
1983,"COLORADO",34800000,27000,NA,NA,NA,454,NA,53.5535,99.6
1984,"COLORADO",34600000,27000,NA,NA,NA,469,NA,55.45925,103.883333333333
1985,"COLORADO",34400000,26700,NA,NA,NA,437,NA,57.23575,107.566666666667
1986,"COLORADO",34200000,26600,NA,NA,NA,360,NA,58.393,109.608333333333
1987,"COLORADO",34000000,27000,NA,NA,NA,368,NA,59.8785,113.625
1988,"COLORADO",33700000,27300,NA,NA,NA,369,NA,61.9735,118.258333333333
1989,"COLORADO",33500000,27000,NA,NA,NA,375,NA,64.38775,123.966666666667
1990,"COLORADO",33100000,26500,NA,NA,NA,374,NA,66.77425,130.658333333333
1991,"COLORADO",32800000,26000,NA,NA,NA,437,NA,68.993,136.191666666667
1992,"COLORADO",32800000,25500,NA,NA,NA,400,NA,70.5635,140.316666666667
1993,"COLORADO",32800000,29500,NA,NA,NA,426,NA,72.24375,144.458333333333
1994,"COLORADO",32700000,29500,NA,NA,NA,479,NA,73.7805,148.225
1995,"COLORADO",32700000,29500,NA,NA,NA,520,NA,75.32125,152.383333333333
1996,"COLORADO",32500000,29500,NA,NA,NA,558,NA,76.695,156.85
1997,"COLORADO",32500000,29500,772,1500,380,590,320,78.0085,160.516666666667
